id,text,author,year,title
130,"О, пощади! зачем сей пылкий взгляд, 
Зачем слеза сия и персей трепетанья, 
Зачем столь сладостный ты разливаешь яд 
Во всем моем существованьи? 
Молю, пусти меня! зачем к своей груди 
Меня притворно прижимаешь? 
За что, так медленно, меня ты умерщвляешь - 
О, пощади!",[Без подписи],1834,Элегия
350,"Цвет моей жизни, не вянь! о время сладостной скорби,
Пылкой, волшебной мечты, время восторга - постой!
Чем удержать его, Дельвиг? - Дай, о! дай мне привыкнуть
К страшной той мысли, чтоб жить с хладной, немою душой -
Жить, переживши себя! - Увы! зачем не угас я
С утром моим золотым! - Дельвиг, когда, мы с тобой
Тайными мыслями, верою сердца менялись, когда мы
В светлом слиянии душ, пламенным летом неслись
Там за пределом миров, в минуты священных восторгов -
Друг мой! тогда б умереть, с ним съединиться бы, с ним,
Чей перед нами был образ открыт! -
О друг мой! мы розно:
С кем мне делиться собой? Дельвиг, теперь ты меня -
В час, когда тяготеет на мне рука беспредельной печали,
С мрачным, с глухим бытием, с грозной судьбою не мирит -
Брат души моея! затерян в толпе равнодушной,
Твой Вильгельм одинок в шумной столице сует,
Холод извне погашает огонь его сердца: зачем же
Я на заре не увял, весь еще я не лишен
Лучшие части себя - святых благодатных мечтаний?
В памяти добрых бы жил рано отцветший певец! -
",Кюхельбекер Вильгельм Карлович,1817,Элегия
392,"Нет, нет! я не рожден с благословеньем неба,
Не ждет меня бессмертия венец,
Не буду никогда жрецом прекрасным Феба!..
Ударит час... могила - мой конец.
Зачем же предо мной летает призрак славы,
Тревожит дни, тревожит сна покой
И указует мне на подвиг величавый,
Чтоб вознестись над смертию самой,
Чтобы исторгнуться из мрака гробового,
Где грустно лечь со всеми наряду?
Зачем?.. Как многие, без жребия святого.
Неведомый я по земле пройду.
Но ах! Испытанный блаженством скоротечным,
Застигнутый внезапною бедой,
Стремлюся я все к наслажденьям вечным.
И прочь иду от радости земной.
Давно ль, надеждою в храм бытия введенный,
Я не желал в грядущее смотреть,
И счастьем роковым, любовью упоенный,
Прекрасно жил, не думал умереть?
С подругой юною я, веруя мгновенью,
Любви давал бессмертие в удел;
Не понимал конца такому наслажденью,
Которому конца я не хотел.
Увы! Минутному нельзя поверить дважды,
А вечное избранным суждено.
И славы на алтарь дары приносит каждый,
Но каждому ль бессмертие дано?
Кто, жизни доблестной последний миг встречая,
Во мглу веков нетленный перейдет?
Чей камень гробовой потомства длань святая
Лавровыми венками обовьет?
О, мысль высокая!.. Томительной тоскою
Исполнятся мои минуты бытия:
Не так я сотворен... Небесного не стою,
В земном же прелести не обретаю я.
Ничтожество! С тобой дружиться я намерен,
Забыто все, мелькнувшее во сне:
Все, все покинул я, тебе останусь верен
И чувствую, ты не изменишь мне.",Павлов Н.Ф.,1826,Элегия
409,"Не ведает мудрец надменной, 
Не постигает хладный свет, 
Как тяжко тратить постепенно 
Все обольщенья юных лет. 

""Он с призраком своим простился, 
Он стал умнее,"" - говорят, 
Не скажут: бедный! Он лишился 
Своих любимейших отрад. 

Престань оплакивать измену 
Мечты! О Боги! я готов; 
Но что ж даете вы в замену 
Живых, блестящих, милых снов? 

На жизнь я поднял взор бесстрастный, 
Что было - есть; но где же ты, 
Мир ненаглядный, мир прекрасный, 
Зерцало горней красоты?.. 

Разнесся дым очарованья, 
Слетел покров волшебный твой, 
И ты без тайн, без упованья, 
Однообразный предо мной. 

Предстал, как памятник бездушный 
Времен минувших торжества, 
Как истукан жрецу послушный, 
Златой кумир без божества!",Туманский В.И.,1827,Элегия
455,"Недолго теплый ветер лета 
Играет яхонтом Невы, 
И ночи, негой полусвета, 
Дарят поклонников любви; 
Недолго здесь в садах тенистых, 
Поет веселый соловей, 
И Флора северных полей 
Ласкает жизнь цветов душистых. 
Здесь, над обиженной землей, 
Недолго солнца шар златой 
Лучами жаркими сияет; 
Как прихоть девы молодой, 
Так быстро лето исчезает. 
Внезапно осень налетит: 
Сорвет с земли наряд роскошный 
И хладной бурей возвестит 
Приход царицы полунощной.
Зима на севере дика: 
Мороз хрустит и в искрах блещет 
И сладкошумная река 
Под крышей льдистою не плещет. 
Как труп под белой пеленой, 
Обезображенное поле 
Лежит под ризой снеговой; 
Уж не поет о сладкой воле 
Певец пернатый: он исчез, 
Он улетел к весне далекой; 
И мрачен опустелый лес 
Объятый тишиной глубокой, 
Свод неба дремлет в серой мгле, 
Все тихо, мертво на земле, 
Лишь по ночам играет вьюга, 
Как свист призывный грабежа, 
Как гневный ропот мятежа, 
Как стон последнего недуга. 
Дика, угрюма и страшна 
Здесь долгая зима, и мнится, 
Смотря на снег, что уж весна 
К нам никогда не возвратится. 
И так к снегам привыкнем мы, 
Что память нам уж не рисует 
Красот весны, и вид зимы 
Уныньем сладким нас волнует. 
Так, после кратких счастья дней, 
Когда постигнут нас страданья 
И грозной тяжестью своей 
Задавят смелые желанья, 
Мы так уж к доле роковой 
Привыкнем хладною душой, 
Что и не ждем, чтоб наслажденья 
Нам возвратила жизни даль, 
И нам тогда сладка печаль, 
Как прежде радости волненье.",[Ш-б-в],1830,Элегия
538,"Бежит неверное здоровье,
И каждый час готовлюсь я
Свершить последнее условье,
Закон последний бытия;
Ты не спасешь меня, Киприда!
Пробьют урочные часы
И низойдет к брегам Аида
Певец веселья и красы.

Простите, ветреные други,
С кем беззаботно в жизни сей
Делил я шумные досуги
Разгульной юности моей!
Я не страшуся новоселья;
Где б ни жил я, мне всё равно:
Там тоже славить от безделья
Я стану дружбу и вино.
Не изменясь в подземном мире,
И там на шаловливой лире
Превозносить я буду вновь
Покойной Дафне и Темире
Неприхотливую любовь.

О Дельвиг! слезы мне не нужны;
Верь: в закоцитной стороне
Прием радушный будет мне:
Со мною Музы были дружны!
Там, в очарованной тени,
У струй, где нежатся поэты,
Прочту Катуллу и Парни
Мои небрежные куплеты,
И улыбнутся мне они.

Когда из таинственной сени,
От темных Орковых полей,
Здесь навещать своих друзей
Порою могут наши тени,
Я навещу, о други, вас;
Сыны забавы и веселья!
Когда для шумного похмелья
Вы соберетесь в праздный час,
Приду я с вами Вакха славить;
А к вам молитва об одном:
Прибор покойнику оставить
Не позабудьте за столом.

Меж тем за тайными брегами,
Друзей вина, друзей пиров,
Веселых, добрых мертвецов
Я подружу заочно с вами.
И вам, чрез день или другой,
Закон губительный Зевеса
Велит покинуть мир земной;
Мы встретим вас у врат Айдеса
Знакомой дружеской толпой;
Наполним радостные чаши,
Хвала свиданью возгремит,
И огласят приветы наши
Весь необъемлемый Аид!",Баратынский Е.А,1827,Элизийские поля
446,"Покинув плен тяжелый сна 
Без усладительных мечтаний, 
Я упредила здесь одна
На холме луч денницы ранний. 
С зарею пробудясь, 
На ветках пташечки семейно веселились, 
Мать с кормом издали на щебет их неслась, 
Глаза мои слезами оросились: 
Что ж у меня родимой нет? 
Зачем не похожу на птичек я судьбою, 
Которых радует приветный солнца свет 
И ветер с гнездышком колышет предо мною!
От всех отверженна, бедна, 
Без колыбели в час рожденья, 
Чужими я людьми на камне найдена 
Близ церкви здешнего селенья, 
Взросла без кровных и родных 
И к сердцу никогда не прижимала их. 
Из сельских девушек сестрою 
Ни от одной я не зовусь 
И в хороводе их весною 
О празднике не веселюсь; 
В забавах, в играх ли проводят вечер зимний, 
Я в них участья не беру; 
Никто не вздумает, хоть из любви к добру, 
Сиротку пригласить под кров гостеприимный. 
Беспечно селянин поет у огонька, 
Семейством окружен среди домашней сени: 
Сторонняя, сквозь слез гляжу издалека, 
Как дети ластятся к нему, обняв колени. 
Моя отрада Божий храм, 
Где услаждаю грусть, предавшися мольбам: 
Одна лишь сень его святая 
Не заперта пред сиротой, 
И в сей обители одной 
Кажусь я в мире не чужая. 
Гляжу на камень часто я, 
Где начались мои страданья, 
И следа слез ищу, тобою, мать моя, 
Пролитых, может быть, в час горький расставанья. 
Порою шорохом шагов, 
Скитаясь меж могил, тревожу сон гробов: 
Не здесь ли вы, мои родные? 
Но и могилы мне чужие, 
И я сиротка без родных, 
Средь мертвых, как среди живых: 
По матери, меня отринувшей, рыдая, 
Томлюся жизнию с пятнадцатой весной: 
Воротишься ль когда; я жду тебя, родная, 
На камне, где была оставлена тобой.",Илличевский А.Д.,1827,Сельская сирота
117,"О Музы! оставьте шумящие воды Пермесса
И Кальфу воспойте, морей белогрудую Нимфу!

Дориды отрада, любимица гордой Остиды,
Из дщерей Нерея была всех прелестнее Кальфа.
В восторге дивились ей боги. Влюбленны Тритоны
Ей каждое утро сокровища в дар приносили;
И сам повелитель морей, сын могущий Сатурна
Нередко, оставив украдкой объятья супруги,
Смотрел и смущался, любуясь на юную Кальфу.

О Музы! оставьте шумящие воды Пермесса
И Кальфу воспойте, морей белогрудую Нимфу.

О Царь златострелый Природы! кончая путь горний,
И в область прохлады уставших коней погружая,
Ты видел прекрасную, видел - и образ бессмертной
Навеки с любовью остался в трепещущем сердце.

Однажды, прельстяся приятной прохладою ночи,
Она, разметавшись, на светлых водах отдыхала:
Вдруг видит сквозь сумрак: в дали там в ладье без ветрила
Пловец незнакомый сидит одинок и задумчив,
Небрежно раскинувши сети. Окрестные волны,
Хребтами ладью колыхая, и с шумом невнятным
Волнуяся, вторили песне любовью внушенной:

""Играйте, безмолвные жители светлой равнины!
Не бойтесь сетей сих, незлобно раскинутых в море!
Тифис не мечтает о ловле. Тифис обожает
Прекрасную Нимфу. Почто не рожден я бессмертным?
Томясь безнадежно, мой голос не смеет поверить
Волнам ее имя, боясь, чтоб Зефир легкокрылый,
Кружась над водой, не шепнул его строгой Дориде.
И в сердце моем оно скрыто с несчастной любовью
Как перл драгоценный на дне безызвестной пучины.""

О Музы! оставьте шумящие воды Пермесса
И Кальфу воспойте, морей белогрудую Нимфу!

О Нимфа! ты песне внимала Тифиса, и сжалясь
Над бедным, с слезами несчастного так утешала:
""О юноша милый! что рано знакомиться с грустью?
И песню унылой смущая надводное эхо,
С надеждой прощаться? Ты знаешь любовь Адониса,
Ты помнишь как, в мрачной пещере Латмоса, Диана
Сронила свой девственный пояс? Как часто от смертных
Зависело счастье богов. И быть может, что Нимфа
Прельстившая сердце Тифиса, невольно пылает
К нему потаенной любовью."" - Так Кальфа вещала,
На челн опершися рукою. Тифис же в молчаньи
К веслу приклоняся, плыл тихо к ближайшему брегу.
- О Нимфа! сказал он: почтишь ли жилище Тифиса?
Сойди на пустынный сей остров! Он дик и бесплоден;
Но ты, появяся, дохнешь в него новою жизнью,
И завтра ж с зарею алтарь я воздвигну бессмертной! -
Она согласилась. Беспечно ступает на землю.
Отпрыгнула лодка - и что же? О чудо! В Тифисе
Явился ей сам Аполлон. От чела запылала
Окрестность, и девственный крик до небес отозвался!
Дорида, Дорида спешит к ней на помощь - но поздно.
Счастливый бог света в восторге зовет еще Нимфу,
Зовет - но молчанье кругом, и на мечте прекрасной
Один ноготок лишь качается тихо на стебле.
В унынии Феб отягченной главой преклонился
Потухло чело. Вся природа покрылася мраком.
Три дни сокрывался от мира луч света отрадный,
И три дни подруги печальные Кальфы, сливая
Свой голос с унылою песнью ночной Гальционы,
Стенаньем своим оглашали смущенную землю.

О Музы! оставьте шумящие воды Пермесса
И Кальфу оплачьте, морей белогрудую Нимфу!
",Великопольский И.Е.,1827,Нереида
592,"Вчерашний вечер много мне
Оставил дивных вспоминаний!
Я встретил радость не во сне,
В бездушном шуме ликований!
Хотя мой взор давно отвык
От блеска пышного собранья,
И онемелый мой язык
Бессилен выразить признанья;
Хотя жеманство модных дам
Я наконец возненавидел,
И уж не раз я их обидел
Ответом с желчью пополам;
Хотя беседы оживленной
Мне страшен топот вдохновенный:
Но признаюсь - вчерашний бал
Меня отрадно занимал!
- Сначала, зритель равнодушный,
Я не дерзал очей моих
Слепить красою дев чужих!
Нет, чувствам опыта послушный,
Я одинокий, в стороне,
Мечтал: <i>""везде равны оне!""</i>
Смиривши юности порывы,
Я усыпил мои мечты:
Но отзыв вздоха сиротливый
Встревожил сердце пустоты,
Когда мой взор, вдруг обольщенный,
Себе родное повстречал,
Когда, виденьем изумленный,
Он встретил давний идеал,
Так долго, долго незабвенный!
- Ужель <i>она</i>?.. Ее черты,
Улыбка, ножка и следы,
Роскошный стан блестящей девы,
Ее сладчайшие напевы,
И все... внезапно прошлым днем
Смутило мирные мечтанья...
Я вспыхнул тлеющим огнем,
Склонясь на призыв упованья:
Но, вспомня тяжкий свой удел,
Любить уж снова не умел!
И мой восторг исчез в печали,
Как замер сладостный тот звук,
Который мне в бездушной зале
Тебя напомнил, гордый друг!
",Суходольский А.,1834,Элегия
449,"Есть наслаждение и в дикости лесов,
Есть радость на приморском бреге,
И есть гармония в сем говоре валов,
Дробящихся в пустынном беге.
Я ближнего люблю - но ты, природа-мать,
Для сердца ты всего дороже!
С тобой, владычица, привык я забывать
И то, чем был, как был моложе,
И то, чем ныне стал под холодом годов;
Тобою в чувствах оживаю:
Их выразить, душа не знает стройных слов,
И как молчать об них, не знаю.",Батюшков К.Н.,1827,Элегия
365,"Все тихо: вечер наступает.
Сижу я на скале крутой,
И взор мой медленно блуждает
По высотам, одетым тьмой.

Сквозь тонкий сумрак надо мною
Звезда любви уже блестит,
И дерн зеленый серебрит,
Покрытый крупною росою.

Не редко шорох мне листов
В дубраве слышен меж ветвями,
И мнится - слышу над гробами
Полет невидимых духов.

Вдруг яркий луч, с небес скатяся,
Промчался в темноте стрелой,
И, в мелки искры раздробяся,
Исчез мгновенно предо мной.

Скажи, луч кроткий, отблеск милый!
За чем слетел ты с горних мест?
За тем ли, чтоб надежды свет
Возжечь в душе моей унылой?

За тем ли, чтобы мне сказать
О таинствах непостижимых,
Сокрытых в тех странах незримых,
Куда ты с днем взлетишь опять?

Или, влекомый состраданьем,
Спешишь страдальцев ободрить;
И их терпенье упованьем
На благость Неба подкрепишь?

Иль будущность сердцам несчастных
Открыть, ты послан с высоты?
Поведай, не заря ли ты
Дней бесконечных, вечно ясных?

Твой блеск, сверкнувший из-за туч,
Восторгом сердце мне наполнил;
О жертвах смерти я воспомнил:
Не их ли дух ты, кроткий луч?

Быть может, тени их блаженны
Скользят в подоблачных странах;
Мне мнится - лики их бесценны
Мелькают у меня в очах.

О, вейтесь, милые виденья!
Над мною в тишине ночной,
Чтоб утешительной мечтой
Мое пленять воображенье!

Слетайте чаще с высоты
Животворить мой дух собою,
Как оживляет, после зною,
Роса вечерняя цветы!

Являйтесь мне... но луч отрадный,
Очарователь мой, исчез:
Он скрылся в облака туманны, -
И снова мрачен свод небес.
",Сиянов П.Г.,1828,Вечер
561,"Блажен, кто мог на ложе ночи
Тебя руками обогнуть;
Челом в чело, очами в очи,
Уста в уста и грудь на грудь!
Кто соблазнительный твой лепет
Лобзаньем пылким прерывал,
И смуглых персей дикий трепет
То усыплял, то пробуждал!.. 
Но тот блаженный, дева ночи,
Кто, в упоении любви,
Глядит на огненные очи,
На брови дивные твои,
На свежесть уст твоих пурпурных,
На черноту младых кудрей,
Забыв и жар восторгов бурных,
И силы юности своей!",Языков Н.М.,1833,Элегия Т.Д.
259,"Аминту гордую ты, лира, прогневляешь;
Твой каждый страстный звук - жестокий ей упрек;
Но ты во пламени гнев ярый утоляешь:
Погибнуть ты должна; прости, прости на век!

О Нимфы сих долин, резвясь ко мне бегите
И сонм лесных богов толпою соберись;
Кошницу алых роз для жертвы принесите,
Немного лавров, мирт и юный кипарис.

Вот жертва на костре и убрана цветами.
О лира, ты теперь обречена богам;
Греми в последний раз волшебными струнами!..
- И тихо пробежал звук томный по струнам:

""Остановись... о ты, чью жизнь я услаждала;
Ты звал богов: - их гнев неблагодарным мстит. -
Любовь есть миг; а я - бессмертие стяжала;
Раскаешься... но вопль меня не воскресит.

Я пробуждалася твоим прикосновеньем,
Делила грусть твою, одна, в глуши ночной;
И впредь, во мраке сосн, питаясь вдохновеньем,
Элегии тоску воспела бы с тобой.

Там, где плескается младая Касталида,
Внушила б я тебе пленительный предмет;
Иль воскресила бы дух скорбный Симонида
В стихах, потерянных во тьме минувших лет.

Открыла бы в горах те мрачные ущелья,
Где Теокрит мечтал; где звук его стихов
Тревожа сон озер и эхо подземелья,
Как нектар сладостный, пленял самих богов.

Однажды в рощах я Аонии дремала;
И муза пробудив молчание в лесу,
Созвучий новых мне согласье показала;
Но тайну их с собой в могилу понесу"".

Затихла... огнь блеснул - и вспыхнув от Зефира,
Умчал прощальный гимн сквозь тонкий пар цветов.
И звоном жалобным перед кончиной лира
За гибель мщения просила у богов.
",Норов А.С.,1819,Лира принесенная в жертву
6,"Ты фурию, Парис, супругою избрал!
Все бедствия примчались с ней на Трою:
Враждебны корабли за нею в след погнал
Попутный ветр с губительной войною;
Мой Гектор от нее погиб средь лучших дней,
И варвары, ругаяся Героем,
Окровавленный труп, добычу их мечей,
Вкруг наших стен влекли с безумным воем,
Ах, сколько слез, простясь с страной своей родной,
Где ужасы сверкали разрушенья,
Где, брошенный на пепл злодейскою рукой,
Защитник мой лежал без погребенья,
Ах, сколько горьких слез в цепях я пролила!
Несчастная... и тщетны были стоны!
И столько бедствий я затем пережила,
Чтоб быть рабой жестокой Гермионы!",Плетнев П.А.,1819,Судьба Андромахи
492,"В местах, где Рона протекает
По бархатным лугам,
Где мирт душистый расцветает
Склонясь к ее водам;
Где на горах роскошно зреет
Янтарный виноград,
Златый лимон на солнце рдеет,
И яворы шумят.

В часы вечерния прохлады
Любуяся рекой,
Стоял, склоня на Рону взгляды
С глубокою тоской,
Добыча брани, русский пленный,
Придонских честь сынов,
С полей победы похищенный
Один, толпой врагов.

""Шуми, он пел, волнами, Рона,
И жатвы орошай,
Но плеском волн - родного Дона
Мне шум напоминай!
Я в праздности теряю время,
Душою в людстве сир;
Мне жизнь не жизнь без славы - бремя,
И пуст прекрасный мир!

Весна вокруг живит природу,
Яснеет солнца свет;
Все славит счастье и свободу,
Но мне свободы нет!
Шуми, шуми волнами, Рона,
И мне воспоминай
На берегах родного Дона
Отчизны милый край!

Здесь прелесть - сельские девицы!
Их взор огнем горит,
И сквозь потупленны ресницы
Мне радости сулит.
Какие радости в чужбине?
Они в родных краях;
Они цветут в моей пустыне
И в дебрях и в снегах.

Отдайте ж мне мою свободу!
Отдайте край отцов,
Отчизны вьюги, непогоду,
На родине мой кров,
Покрытый в зиму ярким снегом!
Ах! дайте мне коня;
Туда помчит он быстрым бегом
И день и ночь меня!

На родину, в сей терем древний,
Где ждет меня краса,
И под окном, в часы вечерни,
Глядит на небеса;
О друге тайно помышляет...
Иль робкою рукой
Коня ретивого ласкает,
Тебя, соратник мой!

Шуми, шуми волнами, Рона,
И жатвы орошай;
Но плеском волн - родного Дона
Мне шум напоминай!
О ветры, с полночи летите
От родины моей;
Вы, звезды севера, горите
Изгнаннику светлей!"" - 

Так пел наш пленник одинокой
В виду Лионских стен,
Где юноше судьбой жестокой
Назначен долгий плен.
Он пел - у ног сверкала Рона,
В ней месяц трепетал,
И на златых верхах Лиона
Луч солнца догарал.",Батюшков К.Н.,1817,Пленный
166,"Восплачь Канцелярист, Повытчик, Секретарь,
Надсмотрщик возрыдай и вся приказна тварь!
Ланиты в горести чернилами натрите
И в перси перьями друг друга поразите:
О сколь вы за грехи наказаны судьбой!
Зрят тучу страшную палаты над собой,
Которой молния грозит вам просвещеньем,
И акциденций всех и ябед истребленьем.
Как древо сокрушен падет подьячих род;
Увы! настал для вас теперь плачевный год!
Какие времена! должны вы слушать курсы,
Судебные мечта все превратятся в Бурсы.
Ах! есть ли бы воскрес один хоть Думный Дьяк
И с челобитною явясь пред Царский зрак,
Чем заслужили гнев мои, воскликнул, внуки,
Что посылаются к ним палачи науки?
Ты хочешь, чтоб от их немилосердных рук,
Расправился, или переломился крюк.
О солнце! не лишай ты филинов за<?>нья!
Да крюк пребудет крюк по силе Уложенья!
Но что! где Дьяк и где прошение к Царю?
Беда Коллежскому теперь Секретарю.
О чин Асессорский, толико вожделенный!
Ты убегаешь днесь, когда я восхищенный
Мнил обнимать тебя, как друга, как алтын;
Быть может - навсегда прости любезный чин.
Сколь тяжко для меня, степенна человека, 
Учиться начинать, проживши уж полвека.
Какие каверзы, какое зло для нас
О просвещении гласящий нам Указ!
Друзья! пока еще не светло в нашем мире,
На счет просителей пойдем гулять в трактире;
С отчаянья начнем как можно больше драть:
Свет близок - должно ли ворам теперь дремать?
",Нахимов А.Н.,1822,Элегия
456,"Не долго, с тишиной сердечной, 
По рощам Царского села 
Бродил я, юноша беспечной, 
И жизнь волною скоротечной 
По ложу светлому текла; 
Недолго сны златые лени 
С улыбкой вились надо мной 
И, чуждый творческих волнений, 
Недолго был души покой. 
Пришла пора: Камен призывы 
Я слухом чутким уловил, 
И вдохновения порывы 
Душою девственной вкусил. 
Казалось, жизнию двойною 
Забилась грудь моя, когда 
Огнем небесным надо мною 
Зажглась поэзии звезда: 
О, как доверчиво, как жадно 
За ней вослед помчался я, 
И как мучительно-отрадно 
Она тревожила меня! 
От в ужасе стихийных споров 
Являлась мне, как некий дух; 
То звуками незримых хоров 
Ласкала, чаровала слух, 
И пред очами рассыпала 
Волшебных образов черты: 
Душа поэта ликовала 
И, будто в небе, утопала 
В разливах радужной мечты... 
Но где ж покой беспечной жизни? 
Где беззаботность прежних лет? 
Увы! не внемля укоризне, 
Исчезли вы... остыл и след! 
Лишь ты, небес благословенье, 
Надежда! друг-хранитель мой! 
Лишь ты в грядущем отдаленьи 
Сулишь мне дней былых покой. 
И верю я: восторгов муки 
Мне принесут желанный плод, 
И эти образы и звуки 
Одно созданье обоймет: 
Душа с покоем вновь сроднится 
И в том созданье отразится, 
Как небеса в зерцале вод.
",Деларю М.,1831,Элегия
465,"Редеет облаков летучая гряда;
Звезда печальная, вечерняя звезда!
Твой луч осеребрил увядшие равнины,
И дремлющий залив, и черных скал вершины.
Люблю твой слабый свет в небесной вышине,
Он думы разбудил, уснувшие во мне.
Я помню твой восход, знакомое светило,
Над мирною страной, где все для взоров мило;
Где стройны тополы в долинах вознеслись,
Где дремлет нежный мирт и темный кипарис,
И сладостно шумят полуденные волны.
Там некогда в горах, сердечной неги полный,
Над морем я влачил задумчивую лень;
Когда на хижины сходила ночи тень,
И дева юная во мгле тебя искала,
И именем своим подругам называла.
",Пушкин А.С.,1823,Элегия
461,"Я знал ее: она была душою
Прелестней своего прекрасного лица.
Живым умом, мечтательной тоскою,
Как бы предчувствием столь раннего конца,
Любовию к родным и к нам желаньем счастья.
Всем милая, она несчастлива была, -
И как весенний цвет, расцветший в дни ненастья,
Она внезапно отцвела.
И кто ж? любовь ей сердце отравила!
Она неверного пришельца полюбила:
На миг ее пленяся красотой,
Он кинулся в объятия другой
И навсегда ушел из нашего селенья.
Что, что ужаснее любви без разделенья,
Простой, доверчивой любви!
Несчастная, в душе страдания свои
Сокрыв, самой сестре не поверяла,
И грусть безмолвная и жаждущая слез,
Как червь цветочный, поедала
Ее красу и цвет ланитных роз.
Как часто гроб она отцовский посещала!
Как часто, видел я, она сидела там
С улыбкой, без слезы роптанья на реснице,
Как восседит Терпенье на гробнице
И улыбается бедам.
",Дельвиг А.А.,1822,На смерть ***
136,"Поедем, я готов; куда бы вы, друзья,
Куда б ни вздумали, готов за вами я
Повсюду следовать, надменной убегая:
К подножию ль стены далекого Китая,
В кипящий ли Париж, туда ли наконец,
Где Тасса не поет уже ночной гребец,
Где древних городов под пеплом дремлют мощи,
Где кипарисные благоухают рощи,
Повсюду я готов. Поедем... но, друзья,
Скажите: в странствиях умрет ли страсть моя?
Забуду ль гордую, мучительную деву,
Или к ее ногам, ее младому гневу,
Как дань привычную, любовь я принесу?
-------------------
",Пушкин А.С.,1830,Элегический отрывок
202,"Неверный друг и вечно милый!
Зарю моих счастливых дней
И слезы радости и клятвы легкокрылы —
Всё время унесло с любовию твоей,
И всё погибло невозвратно,
Как сладкая мечта, как утром сон приятный!
Но всё любовью здесь исполнено моей
И клятвы страшные твои напоминает;
Их помнят и леса, их помнит и ручей,
И эхо томное их часто повторяет.
Взгляни: здесь в первый раз я встретился с тобой;
Ты здесь, подобная лилее белоснежной,
Взлелеянной в садах Авророй и весной,
Под сенью безмятежной,
Цвела невинностью близ матери твоей.
Вот здесь я в первый раз вкусил надежды сладость;
Здесь жертвы приносил у мирных алтарей,
Когда твою грозила младость
Болезнь жестокая во цвете погубить:
Здесь клялся, милый друг, тебя не пережить!
Но с новой прелестью ты к жизни воскресала
И в первый раз люблю, краснеяся сказала
(Тому сей дикий бор немой свидетель был).
Твоя рука в моей то млела, то пылала,
И первый поцелуй с душою душу слил.
Там взор потупленный назначил мне свиданье
В зеленом сумраке развесистых древес,
Где льется в воздухе сирен благоуханье
И облако цветов скрывает свод небес:
Там ночь ненастная спустила покрывало,
И страшно загремел над нами ярый гром;
Всё небо в пламени, зарделося кругом,
И в роще сумрачной сверкало.
Напрасно! ты была в объятиях моих,
И к новым радостям ты воскресала в них!
О пламенный восторг! О страсти упоенье!
О нега томная - источник сладких слез!
О сладострастие - себя, всего забвенье!
С ея любовию утраченны навек!
Вы будете всегда изменнице упрек:
Воспоминанье ваше,
От времени еще прелестнее и краше,
Ее преступное блаженство помрачит,
И сердцу за меня коварному отмстит
Неизлечимою, жестокою тоскою.
Так! всюду образ мой увидишь пред собою,
Не в виде прежнего любовника в цепях,
Который с нежностью сквозь слезы упрекает
И жребий с трепетом читает
В твоих потупленных очах;
Нет, в лютой ревности карая преступленье,
Явлюсь как бледное в полуночь привиденье,
И всюду следовать я буду за тобой:
В безмолвии лесов, в полях уединенных,
В веселых пиршествах, тобой одушевленных,
Где юность пылкая и взор считает твой.
В глазах соперника, на ложе Гименея —
Ты будешь с ужасом о клятвах вспоминать,
При имени моем, бледнея,
Невольно трепетать.
Когда ж безвременно, с полей кровавой битвы,
К Коциту позовет меня судьбины глас,
Скажу: будь счастлива, в последний жизни час —
И тщетны будут все любовника молитвы!",Батюшков К.Н.,1816,Мщение
